Compound,Positive,Negative,Neutral,dt
0.2275663382594416,0.125159277504105,0.029377668308702788,0.8454630541871915,2020-03-30
0.25715932203389846,0.12861633281972257,0.026995377503852086,0.8443975346687199,2020-03-31
0.24514532258064503,0.12920967741935485,0.03387741935483869,0.8369032258064503,2020-04-01
0.24798809523809517,0.13260714285714287,0.03178968253968254,0.8356071428571431,2020-04-02
0.22832405660377356,0.1279984276729559,0.03400786163522013,0.8379827044025159,2020-04-03
0.30038544303797476,0.14360759493670883,0.02422151898734177,0.832164556962025,2020-04-04
0.2832807947019866,0.14417880794701995,0.025364238410596037,0.8304503311258281,2020-04-05
0.2711572093023254,0.1334790697674419,0.023944186046511634,0.8425581395348841,2020-04-06
0.2700524271844664,0.13052149791955614,0.025500693481276,0.8439611650485441,2020-04-07
0.2476007163323786,0.11849140401146131,0.024610315186246418,0.8568925501432666,2020-04-08
0.2532755336617405,0.12280459770114947,0.026482758620689655,0.8507224958949098,2020-04-09
0.32157513812154687,0.13279558011049725,0.01669060773480663,0.8505414364640888,2020-04-10
0.31446647398843947,0.13936994219653184,0.023890173410404624,0.8367514450867051,2020-04-11
0.23391538461538453,0.11727403846153844,0.030841346153846157,0.8518605769230767,2020-04-12
0.21359615384615402,0.10286858974358977,0.029165064102564094,0.8679551282051278,2020-04-13
0.24195279999999994,0.12865599999999994,0.024640000000000006,0.8466839999999994,2020-04-14
0.2218844932844931,0.11453846153846159,0.029361416361416367,0.8560964590964598,2020-04-15
0.23292825788751717,0.12279835390946503,0.03172016460905352,0.8454869684499311,2020-04-16
0.2562722482435598,0.12547540983606562,0.028730679156908665,0.8457997658079612,2020-04-17
0.2694311111111109,0.12807037037037033,0.028122222222222215,0.8438111111111115,2020-04-18
0.28180714285714287,0.13557142857142854,0.02696616541353383,0.8374774436090224,2020-04-19
0.1692055757575754,0.10997333333333319,0.03588848484848488,0.8541381818181819,2020-04-20
0.2105005681818179,0.11734090909090901,0.03342755681818184,0.8492230113636364,2020-04-21
0.23736311475409844,0.12361885245901638,0.03092213114754098,0.8454535519125681,2020-04-22
0.24821655092592618,0.11591550925925916,0.024170138888888904,0.8599097222222232,2020-04-23
0.2256650914634144,0.12068445121951221,0.03912957317073172,0.8401981707317075,2020-04-24
0.27411266375545834,0.12788646288209607,0.02762008733624455,0.8444803493449782,2020-04-25
0.24235785440613003,0.12083524904214556,0.02395019157088123,0.855214559386974,2020-04-26
0.29115511049723747,0.1296160220994475,0.02089502762430939,0.8494917127071832,2020-04-27
0.25854323258869927,0.13765440210249655,0.026734559789750333,0.8356110381077534,2020-04-28
0.26137464212678974,0.1259897750511247,0.023763803680981594,0.8502433537832322,2020-04-29
0.2563822274881518,0.13027014218009475,0.02827132701421803,0.8414644549763034,2020-04-30
0.28919666666666655,0.13682962962962958,0.03185925925925927,0.8313148148148151,2020-05-01
0.24267219730941691,0.13991479820627792,0.038049327354260094,0.8220448430493275,2020-05-02
0.2498140495867766,0.11829338842975201,0.029173553719008267,0.852537190082645,2020-05-03
0.21289953703703718,0.1151840277777779,0.032387731481481476,0.8524375000000013,2020-05-04
0.22656727066817686,0.11552774631936574,0.029985277463193655,0.8544699886749707,2020-05-05
0.2293158760890613,0.12303872216844156,0.03349661181026136,0.8434724104549852,2020-05-06
0.23906786570743385,0.12510671462829723,0.032122302158273386,0.8427745803357305,2020-05-07
0.2639003891050586,0.13166018158236062,0.02774578469520103,0.8406018158236055,2020-05-08
0.34066612244897937,0.14790612244897974,0.025689795918367352,0.8263999999999997,2020-05-09
0.2547815094339622,0.12954716981132078,0.026494339622641517,0.8439396226415095,2020-05-10
0.24728147751606033,0.1331220556745182,0.0352237687366167,0.8316531049250533,2020-05-11
0.235570241935484,0.12605161290322597,0.03335000000000003,0.8406016129032277,2020-05-12
0.2559148676171083,0.12785437881873707,0.0274439918533605,0.8447006109979638,2020-05-13
0.25546715328467157,0.12510010427528664,0.03070385818561003,0.8441929092805018,2020-05-14
0.2538212974296203,0.12550550795593643,0.027762545899632802,0.8467417380660953,2020-05-15
0.3207184331797233,0.1405437788018433,0.02371428571428572,0.8357557603686642,2020-05-16
0.28749129032258036,0.13619677419354842,0.030438709677419355,0.833364516129032,2020-05-17
0.23803133858267794,0.12507007874015746,0.034524409448818905,0.8396220472440941,2020-05-18
0.29755474974463814,0.144026557711951,0.03010010214504596,0.8258692543411635,2020-05-19
0.27053811434302966,0.12369809428284843,0.02413139418254763,0.8521705115346028,2020-05-20
0.270672657743786,0.1339521988527724,0.02826290630975144,0.8377925430210318,2020-05-21
0.2088613553113554,0.12385256410256404,0.04069322344322343,0.8345439560439551,2020-05-22
0.30907859237536617,0.15283870967741925,0.03283284457478005,0.8143343108504395,2020-05-23
0.426929700272479,0.16859400544959147,0.02229155313351499,0.8091117166212509,2020-05-24
0.25974222873900277,0.13011143695014663,0.028595307917888578,0.8412932551319645,2020-05-25
0.25631494796594223,0.12500189214758733,0.030450331125827814,0.844547776726584,2020-05-26
0.3049813102119474,0.14616827231856128,0.026308285163776486,0.827524727039178,2020-05-27
0.27397579872204597,0.13162619808306705,0.02605351437699678,0.8423178913738016,2020-05-28
0.28403054662379423,0.12976741693461946,0.025518756698821015,0.8447116827438381,2020-05-29
0.3049083333333334,0.14228000000000007,0.02744666666666666,0.8302833333333332,2020-05-30
0.34832116402116375,0.1527486772486773,0.020161375661375668,0.827100529100529,2020-05-31
0.2674587967183231,0.1253391066545122,0.020834092980856884,0.8538350045578855,2020-06-01
0.28650390243902496,0.13482926829268285,0.02216975609756098,0.843007804878048,2020-06-02
0.25522051282051356,0.12421522921522944,0.026756021756021764,0.8490279720279709,2020-06-03
0.18718819732595782,0.13085892116182596,0.05977639465191335,0.8093715998155837,2020-06-04
0.25589411764705916,0.12643290441176477,0.0283125,0.8452536764705882,2020-06-05
0.3334202702702701,0.14727027027027034,0.02687837837837838,0.825864864864865,2020-06-06
0.3176911764705881,0.14316470588235294,0.021147058823529408,0.8356882352941175,2020-06-07
0.2805088363954514,0.13326334208223972,0.025399825021872262,0.8413473315835537,2020-06-08
0.2823878640776708,0.1294644012944982,0.023984627831715212,0.8465590614886724,2020-06-09
0.2644441330998257,0.12670315236427307,0.02798598949211909,0.8453082311733806,2020-06-10
0.2758281957633314,0.13579401022644255,0.030926953981008035,0.8332863403944494,2020-06-11
0.24979161873459402,0.12152506162695158,0.029734593262119947,0.8487452752670515,2020-06-12
0.3091064625850339,0.14889115646258494,0.02741496598639455,0.8236938775510197,2020-06-13
0.2533885714285713,0.12248928571428568,0.027128571428571432,0.8503750000000004,2020-06-14
0.2584804232804239,0.12964285714285725,0.026577601410934737,0.8437786596119939,2020-06-15
0.245487202118271,0.12534510150044134,0.030241835834068854,0.8444015887025587,2020-06-16
0.2690412729026042,0.13168370298939241,0.027731918997107058,0.8405776277724197,2020-06-17
0.26064813614262616,0.13051458670988653,0.027560777957860615,0.8419246353322537,2020-06-18
0.26467600000000074,0.12090095238095235,0.0234,0.8556971428571429,2020-06-19
0.3179387832699617,0.139022813688213,0.024159695817490497,0.8368555133079845,2020-06-20
0.2938623563218388,0.129235632183908,0.019028735632183907,0.8517270114942528,2020-06-21
0.2907581224489805,0.1326359183673471,0.020933877551020417,0.8464187755102053,2020-06-22
0.2802454251012155,0.12999757085020236,0.024247773279352212,0.8457473684210532,2020-06-23
0.2766344192634573,0.1326720963172805,0.024480878186968858,0.8428477337110502,2020-06-24
0.29194541701073573,0.13603137902559873,0.023421139554087547,0.8405441783649885,2020-06-25
0.25999373695198363,0.12511482254697295,0.027456158663883103,0.8474290187891451,2020-06-26
0.2431186588921283,0.12306997084548092,0.03397667638483965,0.8429591836734693,2020-06-27
0.3099601918465225,0.14630935251798555,0.0228872901678657,0.8307985611510786,2020-06-28
0.26461725092251054,0.1191337638376386,0.02016789667896679,0.8607094095940959,2020-06-29
0.250017479674797,0.12395325203252042,0.025766260162601615,0.8502784552845519,2020-06-30
0.2667349408553239,0.13069244767970886,0.02120473157415833,0.8480937215650595,2020-07-01
0.28100470679012435,0.1341666666666668,0.026120370370370377,0.8397091049382707,2020-07-02
0.24892805139186305,0.1228843683083512,0.02787794432548181,0.8492398286937904,2020-07-03
0.3033564912280703,0.14116140350877196,0.020501754385964917,0.8383298245614038,2020-07-04
0.2942804812834221,0.14641443850267372,0.017449197860962568,0.8361443850267378,2020-07-05
0.26791945624469077,0.12707901444350023,0.023826677994902297,0.8490951571792688,2020-07-06
0.2897264233576655,0.13854160583941622,0.023153284671532843,0.838293430656934,2020-07-07
0.2626586720867222,0.1275230352303523,0.024584688346883453,0.8478875338753401,2020-07-08
0.2677759663865554,0.12798319327731106,0.023594957983193266,0.8484243697478996,2020-07-09
0.2278192902638767,0.12261783439490441,0.028626933575978147,0.8487461328480448,2020-07-10
0.26304883720930206,0.14024709302325583,0.028947674418604647,0.8308052325581394,2020-07-11
0.2552846867749415,0.12649883990719243,0.017095127610208816,0.8564153132250567,2020-07-12
0.2581409756097569,0.12871637630662003,0.02624041811846689,0.84505574912892,2020-07-13
0.24709691876750772,0.12549509803921569,0.03137044817927167,0.8431498599439773,2020-07-14
0.24926139105748826,0.12108658623136974,0.02591625266146204,0.8530078069552872,2020-07-15
0.2646784285714289,0.13055071428571446,0.02649785714285716,0.842962857142858,2020-07-16
0.280146761453397,0.13309794628751986,0.023503949447077416,0.843395734597155,2020-07-17
0.2820628504672896,0.13781308411214954,0.0221658878504673,0.8400140186915885,2020-07-18
0.28041674107142855,0.13535937499999998,0.023511160714285724,0.8411316964285717,2020-07-19
0.23963344827586291,0.11512586206896563,0.021800862068965515,0.8630784482758614,2020-07-20
0.2804330689928629,0.12803092783505146,0.017913560666137997,0.8540467882632818,2020-07-21
0.25851623119556716,0.12398258115597788,0.024212984956452882,0.8518060174188441,2020-07-22
0.26739382402707323,0.12683502538071062,0.021947546531302882,0.8512241962774959,2020-07-23
0.22797202797202848,0.11714335664335652,0.026888111888111865,0.8559641608391625,2020-07-24
0.2605847545219636,0.1387209302325581,0.03192764857881138,0.8293617571059431,2020-07-25
0.2706027149321264,0.13518778280542978,0.029576923076923074,0.8352375565610858,2020-07-26
0.25423537214443737,0.13416654384672083,0.02845836403831984,0.8373677229182014,2020-07-27
0.28398942240779534,0.14425748086290924,0.022804453723034107,0.8329408489909541,2020-07-28
0.2689386346004662,0.1234740108611326,0.021101629169899133,0.8554173778122578,2020-07-29
0.24429025830258388,0.11853136531365298,0.028014022140221424,0.8534531365313642,2020-07-30
0.2548037475345173,0.12311834319526624,0.024871794871794896,0.8520039447731752,2020-07-31
0.25392175324675326,0.13197077922077924,0.02823051948051948,0.8397824675324678,2020-08-01
0.25360802919708,0.11995377128953756,0.02368369829683699,0.8563625304136249,2020-08-02
0.27535587982832727,0.13283347639484983,0.025235193133047205,0.841924463519313,2020-08-03
0.27721132844335833,0.12707334963325193,0.02080766096169519,0.8521140994295026,2020-08-04
0.26433370981755117,0.1255291051259775,0.019737619461337966,0.8547306689834939,2020-08-05
0.22983798513625198,0.11924772914946324,0.025052023121387264,0.8556919900908337,2020-08-06
0.27272327981651395,0.12645068807339446,0.021258027522935784,0.8522901376146788,2020-08-07
0.2761598360655736,0.13818032786885248,0.02734153005464482,0.8344808743169395,2020-08-08
0.28384854111405816,0.13525729442970819,0.023124668435013263,0.8416233421750657,2020-08-09
0.26440832553788657,0.11513844714686622,0.01888026192703461,0.8659784845650138,2020-08-10
0.27162846153846243,0.12311965811965812,0.01954102564102564,0.8573487179487179,2020-08-11
0.23117444345503213,0.11442831700801416,0.025531611754229744,0.860037399821906,2020-08-12
0.23480169811320817,0.11589716981132078,0.025465094339622636,0.858655660377359,2020-08-13
0.23204111006585143,0.12017403574788332,0.033673565380997174,0.8461542803386634,2020-08-14
0.23831454545454533,0.12875757575757582,0.0363909090909091,0.8348484848484847,2020-08-15
0.2724964285714282,0.13866581632653052,0.020364795918367345,0.8409668367346934,2020-08-16
0.22268350409836132,0.11072643442622947,0.02147233606557379,0.8678002049180324,2020-08-17
0.2595572222222227,0.12476944444444447,0.021688888888888903,0.853539814814814,2020-08-18
0.2418984344422706,0.1151976516634051,0.023289628180039133,0.8615088062622305,2020-08-19
0.22840222841225677,0.11621169916434558,0.02627669452181987,0.8575116063138352,2020-08-20
0.22554170454545458,0.10806249999999995,0.02241590909090908,0.8695261363636348,2020-08-21
0.26182866449511394,0.12881433224755698,0.024625407166123783,0.8465830618892513,2020-08-22
0.3136789603960389,0.13524009900990092,0.01805445544554455,0.8467004950495045,2020-08-23
0.2580678010471205,0.12165532286212913,0.02075916230366491,0.8575890052356021,2020-08-24
0.2522210526315795,0.11862733446519517,0.022270797962648553,0.8590976230899828,2020-08-25
0.2598543497757855,0.12257847533632275,0.020751569506726457,0.8566582959641252,2020-08-26
0.2726572457245734,0.12378397839783992,0.019898289828982896,0.8563141314131412,2020-08-27
0.26779923420548873,0.13520931716656012,0.025080408423739646,0.8397051691129551,2020-08-28
0.27447488151658744,0.14719194312796213,0.02767061611374406,0.8251232227488144,2020-08-29
0.296882505399568,0.13757883369330448,0.012913606911447082,0.8495140388768896,2020-08-30
0.240111314791404,0.13015297092288217,0.031030341340075845,0.8388211125158026,2020-08-31
0.2420607692307697,0.11666826923076926,0.021711538461538466,0.8616269230769233,2020-09-01
0.2646236790606658,0.12549217221135028,0.026098825831702546,0.8483962818003901,2020-09-02
0.25736519699812443,0.12640806754221381,0.026667917448405243,0.8469212007504686,2020-09-03
0.23617605893186058,0.11747605893186006,0.03155893186003684,0.8509732965009214,2020-09-04
0.28661275167785205,0.13162751677852352,0.021973154362416116,0.8463959731543623,2020-09-05
0.2759169300225732,0.13577426636568843,0.021264108352144477,0.8407223476297969,2020-09-06
0.23106486972147383,0.11654986522911048,0.0256576819407008,0.8559964061096137,2020-09-07
0.22550922787194025,0.12099623352165724,0.030075329566854974,0.8489303201506585,2020-09-08
0.27698645447816483,0.13918874907475937,0.030080680977054047,0.8307246484085855,2020-09-09
0.31725471544715544,0.14509756097560972,0.020400000000000012,0.8345000000000005,2020-09-10
0.2644595526561051,0.12694687791239526,0.021815470643056854,0.8503056849953398,2020-09-11
0.29779383116883096,0.14350974025974017,0.02022077922077922,0.8362435064935063,2020-09-12
0.330634431137724,0.15105688622754473,0.01609880239520958,0.8328502994011974,2020-09-13
0.25127112033195076,0.12879170124481323,0.027984232365145256,0.84321825726141,2020-09-14
0.2557630888030895,0.1259490347490346,0.023328957528957535,0.850720463320464,2020-09-15
0.29191204460966613,0.1412126394052043,0.02105799256505577,0.8377323420074337,2020-09-16
0.2396016638935113,0.12065890183028273,0.027319467554076517,0.8520199667221299,2020-09-17
0.21906095369730547,0.12459018659295085,0.03507325501036633,0.8403317208016595,2020-09-18
0.2511037234042551,0.1430851063829788,0.03262765957446809,0.824279255319149,2020-09-19
0.2786788043478259,0.13880978260869561,0.021978260869565214,0.8392201086956522,2020-09-20
0.21262815934065984,0.12720054945054945,0.03750000000000001,0.8352967032967027,2020-09-21
0.25389271771771904,0.1381899399399399,0.03394444444444451,0.8278641141141135,2020-09-22
0.2642818867924538,0.1384415094339622,0.02810867924528304,0.8334543396226415,2020-09-23
0.22068264406779678,0.12122576271186429,0.036571525423728816,0.8421999999999996,2020-09-24
0.25893242718446674,0.1292922330097087,0.029315533980582537,0.8413941747572813,2020-09-25
0.3229958847736625,0.14748148148148146,0.026111111111111113,0.8264156378600825,2020-09-26
0.2965631944444442,0.13963888888888884,0.023753472222222224,0.8366041666666666,2020-09-27
0.27822612533098057,0.13101147396293036,0.022114739629302733,0.8468799646954984,2020-09-28
0.25058462282398525,0.11959284332688594,0.023142166344294005,0.8572659574468073,2020-09-29
0.21669964726631444,0.11324162257495596,0.027305996472663147,0.859456790123457,2020-09-30
0.2672060755336627,0.13104187192118222,0.023467159277504104,0.8454958949096885,2020-10-01
0.2584665289256198,0.1362355371900827,0.03080165289256199,0.83295867768595,2020-10-02
0.3163246428571428,0.1509892857142857,0.025746428571428573,0.8232535714285718,2020-10-03
0.31371827676240155,0.1435587467362925,0.021052219321148823,0.8353890339425588,2020-10-04
0.25407972477064295,0.12767614678899095,0.02383302752293577,0.8485027522935774,2020-10-05
0.2760287138584255,0.12801096709870396,0.019224327018943173,0.8527676969092717,2020-10-06
0.2968268202764988,0.13409124423963123,0.018821198156682026,0.847093087557603,2020-10-07
0.2682501278772386,0.1268968456947996,0.025410912190963354,0.84768968456948,2020-10-08
0.26410727902946335,0.13468544194107465,0.02707885615251301,0.8382365684575382,2020-10-09
0.30412492836676186,0.15946991404011468,0.019793696275071635,0.8207106017191975,2020-10-10
0.29753720238095205,0.13733035714285707,0.021613095238095244,0.8410535714285714,2020-10-11
0.27072818604651233,0.13300186046511625,0.02257395348837209,0.844419534883722,2020-10-12
0.23005364431486933,0.11432750242954333,0.023900874635568527,0.8617667638483958,2020-10-13
0.24386166158536612,0.13243597560975615,0.031147103658536575,0.8364085365853665,2020-10-14
0.25365237780713373,0.1293494055482167,0.030509907529722612,0.8401406869220602,2020-10-15
0.23701517553793927,0.11967836919592306,0.02582785956964893,0.8545016987542466,2020-10-16
0.3230019920318723,0.14531474103585656,0.026936254980079677,0.8277529880478087,2020-10-17
0.29974682779456163,0.13434138972809662,0.02175528700906345,0.8438791540785501,2020-10-18
0.2836936613844878,0.13578482068390332,0.020549624687239372,0.8436580483736444,2020-10-19
0.262508504098361,0.12397131147540986,0.020897540983606563,0.8551270491803278,2020-10-20
0.2835426957831333,0.1360459337349397,0.024359186746987938,0.8395986445783119,2020-10-21
0.2568853986551398,0.13059558117194994,0.029171950048030755,0.8402343900096055,2020-10-22
0.26441058201058226,0.12527116402116395,0.023453703703703702,0.851277777777777,2020-10-23
0.3204609427609424,0.14304713804713787,0.019632996632996627,0.8373232323232318,2020-10-24
0.348064983164983,0.15294949494949492,0.01764646464646465,0.8293973063973067,2020-10-25
0.24198913934426305,0.11847950819672144,0.026811475409836062,0.8547059426229503,2020-10-26
0.26816870937790227,0.1286341689879294,0.01997678737233055,0.8513853296193106,2020-10-27
0.23597187500000075,0.11855535714285723,0.031643749999999984,0.8497973214285702,2020-10-28
0.2049657142857144,0.12308177339901478,0.03453399014778323,0.8423901477832495,2020-10-29
0.24789585798816632,0.11588639053254406,0.023613017751479292,0.8604958579881664,2020-10-30
0.3090090128755362,0.13525321888412023,0.025416309012875535,0.8393261802575112,2020-10-31
0.29489776536312795,0.11802234636871504,0.01873184357541899,0.8632430167597769,2020-11-01
0.2868947299934949,0.1424671437865973,0.02324137931034482,0.8342960312296687,2020-11-02
0.258643724023276,0.1237339983374897,0.02304073150457191,0.8532285951787202,2020-11-03
0.2674873706004146,0.12938198757763955,0.023224637681159403,0.8473871635610755,2020-11-04
0.27752446393762187,0.12759356725146218,0.02333528265107214,0.8490711500974647,2020-11-05
0.28026179295624376,0.12865528281750263,0.02033938100320171,0.8510096051227326,2020-11-06
0.3074671641791043,0.1397425373134328,0.022675373134328363,0.8375746268656719,2020-11-07
0.32586083916083886,0.14021328671328667,0.014597902097902097,0.8451853146853143,2020-11-08
0.273481226053641,0.12586781609195413,0.02126915708812262,0.8528678160919524,2020-11-09
0.2717689591078072,0.13126951672862458,0.022725836431226762,0.8460111524163566,2020-11-10
0.25988080614203535,0.12867178502879079,0.026293666026871398,0.8450335892514397,2020-11-11
0.24362016718913312,0.12408463949843256,0.025648902821316634,0.8502706374085688,2020-11-12
0.2402560468140446,0.12015604681404433,0.027114434330299076,0.8526996098829643,2020-11-13
0.32608340807174857,0.14519282511210765,0.02148878923766816,0.8333049327354255,2020-11-14
0.37219864864864843,0.15160810810810812,0.015425675675675675,0.8329729729729727,2020-11-15
0.29672888888888865,0.12760444444444444,0.01959111111111111,0.8528177777777779,2020-11-16
0.22981326203208594,0.11111122994652417,0.02440106951871657,0.8644909090909088,2020-11-17
0.25080370370370425,0.12388425925925922,0.02475370370370372,0.8513675925925926,2020-11-18
0.23923925476603142,0.11584748700173295,0.028809358752166392,0.8553405545927208,2020-11-19
0.23162272228320563,0.11368825466520306,0.02815916575192096,0.858150384193195,2020-11-20
0.28067792792792784,0.12987837837837835,0.02765765765765766,0.8424639639639636,2020-12-04
0.3028733812949638,0.1337697841726618,0.021021582733812952,0.8451978417266183,2020-12-05
0.2332150837988824,0.11420949720670387,0.020108938547486032,0.8656983240223467,2020-12-06
0.23760722513089041,0.11125968586387432,0.01858010471204188,0.8701664921465964,2020-12-07
0.2546966861598445,0.12150097465886933,0.020925925925925914,0.8575653021442496,2020-12-08
0.2706748874887494,0.12442934293429327,0.020613861386138608,0.8549477947794777,2020-12-09
0.25397239024390245,0.11818634146341478,0.02714829268292682,0.8546682926829273,2020-12-10
0.2541590559824369,0.1259527991218441,0.02000768386388585,0.8529418221734362,2020-12-11
0.2810177966101693,0.12350423728813555,0.02110593220338983,0.855385593220339,2020-12-12
0.30682344213649804,0.13227893175074182,0.02175370919881306,0.8429970326409493,2020-12-13
0.237835504201681,0.11685084033613455,0.026796218487394954,0.8553025210084025,2020-12-14
0.2307361581920906,0.11183502824858746,0.023871186440677962,0.8642937853107336,2020-12-15
