dt,Compound,Positive,Negative,Neutral,dt
2021-03-25,0.07964501779359442,0.07050533807829178,0.037139976275207556,0.8579489916963263,2021-03-25
2021-03-26,0.08696077348066311,0.07308655616942929,0.03861325966850829,0.8698821362799283,2021-03-26
2021-03-27,0.09084039167686664,0.08158261933904531,0.0566854345165238,0.8299082007343934,2021-03-27
