dt,Compound,Positive,Negative,Neutral,dt
2021-03-25,0.22328351145038236,0.12880966921119588,0.03234809160305345,0.8357908396946568,2021-03-25
2021-03-26,0.2362808473080322,0.11301588702559581,0.024432480141218006,0.8607855251544562,2021-03-26
2021-03-27,0.21638823529411763,0.10794117647058823,0.012,0.7624117647058823,2021-03-27
