dt,Compound,Positive,Negative,Neutral,dt
2021-03-25,0.09327629687196413,0.0788148435982127,0.045940159316106496,0.8721406644647383,2021-03-25
2021-03-26,0.08633448318649979,0.07059846134756187,0.03935947388013406,0.8878051867477358,2021-03-26
2021-03-27,0.10919256865912771,0.07115024232633284,0.03686873990306952,0.8891534733441037,2021-03-27
