dt,Compound,Positive,Negative,Neutral,dt
2021-03-25,0.1755832271762208,0.09669426751592355,0.031112526539278124,0.8573216560509542,2021-03-25
2021-03-26,0.13713453924914665,0.08821706484641646,0.0348279863481228,0.8619365187713317,2021-03-26
2021-03-27,0.20908872017353575,0.11290889370932752,0.024383947939262483,0.8410108459869846,2021-03-27
